29103.56,29122.98,41.634951,27.51338248,29149.93383,28916.83517,57.85181737,68.59273227,12.77808318,29043.98,28987.35767,29122.98
29080.33,29096.96,24.697734,26.1020098,29154.47939,28921.00261,55.7987243,60.46569262,12.77808318,29045.68033,28989.995,29096.96
29080.2,29097.48,17.626961,24.68840431,29151.38157,28939.28343,55.78726273,49.14874125,12.34123465,29046.18733,28992.70767,29097.48
29107.15,29121.49,20.31441,25.44938686,29153.64442,28952.06658,57.65271466,69.38562328,20.28806927,29047.259,28996.2945,29121.49
29104.32,29116.15,15.275719,25.52982177,29155.40586,28963.35814,57.38967493,69.42763942,20.61111772,29048.21133,28999.72717,29116.15
29109.7,29123.05,33.036241,25.73107622,29154.53689,28978.48211,57.76860244,73.92494484,21.32244957,29048.19533,29003.36067,29123.05
29094.71,29108.95,25.92369,24.3997391,29153.43836,28989.63564,56.32487847,70.52775655,21.32244957,29047.129,29006.82917,29108.95
29117.56,29137.83,30.651388,24.90140102,29153.64861,29001.64039,57.98082994,86.21571692,24.49136105,29047.09833,29010.85333,29137.83
29149.99,29179.22,120.479279,27.59767288,29161.22156,29007.36744,60.196566,118.0022268,35.86924596,29050.12533,29015.0035,29179.22
29146.4,29168.72,90.052792,29.10925143,29162.38589,29020.84211,59.83524072,111.1625446,36.01860558,29054.92733,29019.05167,29168.72
29155.22,29176,57.747575,30.665397,29165.50771,29031.54429,60.4387638,119.9741434,39.62900278,29060.44233,29023.3705,29176
29161.17,29183.36,44.974891,32.00978004,29171.05852,29038.19848,60.84930788,120.6215048,42.04128034,29066.04133,29027.58267,29183.36
29117.37,29134.42,41.936334,29.20427067,29168.41417,29048.19183,56.39280642,80.50496562,16.79649912,29072.34133,29030.8265,29134.42
29087.22,29110.01,47.253334,24.26828162,29165.81114,29053.86186,53.59756127,31.53453111,2.102787524,29076.69233,29033.61383,29110.01
29066.94,29088.13,34.795388,18.50671434,29167.22993,29050.32007,51.81058581,-7.949319953,6.074182685,29079.79733,29035.74783,29088.13
29057.24,29078.54,24.42093,13.007974,29169.43805,29043.93795,50.96974637,-37.81439291,9.9697411,29082.80033,29037.64133,29078.54
29037,29055.35,22.959091,6.937018185,29168.93539,29033.83461,49.2446412,-80.13007831,20.06472334,29084.22833,29039.1525,29055.35
29059.08,29080.05,23.78799,3.862884507,29169.90239,29030.06361,51.11195618,-61.62307281,12.46483447,29086.35067,29040.80383,29080.05
29078.21,29104.25,20.903606,2.936393625,29169.33965,29028.18935,52.67254326,-31.56179238,9.366125664,29088.39133,29043.116,29104.25
29063.18,29088.31,22.505702,0.978072921,29169.26629,29028.38871,51.34051681,-55.59401795,11.52768051,29090.497,29044.86433,29088.31
29061.11,29088.51,18.484935,-0.732498262,29169.07513,29024.33487,51.15620147,-69.53828657,11.52768051,29091.968,29046.75433,29088.51
29040.78,29058.11,42.475426,-3.686108182,29171.03584,29018.41916,49.35595853,-122.1937849,23.05166485,29092.02333,29048.5375,29058.11
29017.1,29037.74,39.902542,-7.847185947,29175.26992,29007.87508,47.34823372,-175.3179274,31.39527292,29091.13067,29049.8685,29037.74
29008.66,29032.13,85.754803,-11.69113934,29177.74862,28995.54738,46.64857384,-198.9973379,36.42089561,29089.53433,29051.11333,29032.13
29005.4,29028.04,13.351031,-14.82960836,29179.27407,28984.12993,46.37475506,-171.9610026,36.42089561,29086.77533,29052.45333,29028.04
28984.7,29005.96,45.187187,-18.7708065,29181.1484,28969.7556,44.65307584,-187.1348904,45.79994864,29082.966,29053.76183,29005.96
29009.12,29032.29,42.962963,-19.69669329,29180.45581,28961.88919,47.05201175,-151.7196127,43.52320876,29078.50133,29055.47067,29032.29
29074.6,29094.99,50.461687,-14.97416364,29176.13602,28961.91298,52.73470011,-40.80203081,9.117269865,29078.084,29057.59533,29094.99
29055.11,29070.01,32.040991,-12.65828812,29164.47427,28964.08673,51.04773057,-20.86714713,7.964494497,29076.50167,29058.70817,29070.01
29060.15,29070.86,27.804299,-10.29755046,29152.40375,28967.53225,51.46309072,-21.67877997,7.964494497,29076.44267,29059.23533,29070.86
29020.38,29034.88,40.146066,-11.50315427,29135.52318,28970.92882,48.12950442,-80.16585206,23.67020158,29073.67,29058.825,29034.88
29010.62,29026.93,35.163582,-13.09520109,29112.50699,28978.89001,47.35082116,-114.1588752,29.59023873,29071.34633,29058.51333,29026.93
29022.25,29039,31.214034,-13.26554887,29099.27307,28982.61193,48.38030152,-76.90354736,22.75787943,29069.41467,29057.801,29039
28996.95,29014.96,15.621854,-15.2660715,29093.64137,28979.21663,46.34111476,-102.0131381,27.34956299,29065.74133,29056.50017,29014.96
28956.84,28973.32,41.415668,-19.85911833,29096.3704,28965.4776,43.3448426,-148.8131112,37.30983447,29060.82533,29054.51833,28973.32
28981.75,29006.48,50.483617,-21.24422205,29094.87334,28959.42566,45.60439749,-129.0563172,37.30983447,29056.56033,29052.37783,29006.48
28966.36,28990.83,21.013574,-23.31501018,29096.36044,28950.87456,44.47083141,-121.1694882,37.30983447,29052.282,29049.7055,28990.83
29006.01,29034.05,27.105258,-21.50876145,29092.11456,28949.81344,47.9209275,-83.17528682,25.50613625,29048.56367,29047.831,29034.05
29019.14,29040,34.186079,-18.80108782,29083.86227,28952.15873,49.0062817,-37.08146423,12.15673736,29044.202,29047.16367,29040
29033.94,29055.58,18.361739,-15.2848069,29079.40821,28953.68879,50.21609256,-16.637333,10.7773008,29040.45333,29047.69033,29055.58
29017.76,29040,18.9132,-13.64641237,29073.65851,28955.10349,48.9039389,-20.24580897,10.54492915,29035.87133,29048.15683,29040
28980.01,28996.89,48.167494,-15.21865127,29071.15004,28951.53496,46.00267923,-80.64473378,22.80346569,29029.83267,29047.937,28996.89
28980.2,28993.21,13.586718,-16.26187376,29070.81479,28948.18021,46.01935326,-96.04585377,22.80346569,29025.26033,29048.80083,28993.21
28922.89,28936.02,62.58827,-21.46563071,29077.74419,28932.67381,41.97491318,-176.5198171,37.72096331,29019.78267,29048.2375,28936.02
28915.68,28931.2,25.667112,-25.87318239,29083.57271,28917.87329,41.50023793,-205.9633595,39.85421549,29014.74067,29047.269,28931.2
