,time,Open,High,Low,Close,symbol,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2017-01-16 00:00:00,1.06091,1.06302,1.06005,1.06302,GBPUSD,0,0,0,3,1,2017,16,2.5391001430082867e-05,1.0645753881304514,1.0633886118695486,45.02026262001586,10.57994245774433,1.0641573333333334,1.0638348333333334
1,2017-01-16 00:05:00,1.06289,1.06303,1.06173,1.06246,GBPUSD,5,0,0,3,1,2017,16,-1.279227543993946e-05,1.064797206399733,1.0630007936002668,42.04417099611119,11.471654653533859,1.0640746666666667,1.0638323333333333
2,2017-01-16 00:10:00,1.06246,1.06273,1.06228,1.06238,GBPUSD,10,0,0,3,1,2017,16,-6.179445412791157e-05,1.0649209212388544,1.0626950787611453,41.63740267695618,12.333643109463734,1.0639939999999999,1.0638236666666667
3,2017-01-16 00:15:00,1.06238,1.06295,1.06228,1.06239,GBPUSD,15,0,0,3,1,2017,16,-0.00011470854947913017,1.0649948238022677,1.0624521761977324,41.71032596186266,13.051871396142808,1.0639246666666666,1.0638130000000001
4,2017-01-16 00:20:00,1.06245,1.06258,1.06177,1.06201,GBPUSD,20,0,0,3,1,2017,16,-0.00017310194816893813,1.0651184880659428,1.0621515119340574,39.75752574423527,13.86926288263948,1.0638363333333334,1.063796
5,2017-01-16 00:25:00,1.06173,1.06202,1.06147,1.06157,GBPUSD,25,0,0,3,1,2017,16,-0.00023849399825492712,1.0652446049750863,1.0617793950249137,37.646326728278694,14.727966221325083,1.0637433333333333,1.0637601666666667
6,2017-01-16 00:30:00,1.06157,1.06169,1.0614,1.0616,GBPUSD,30,0,0,3,1,2017,16,-0.00030382249958589114,1.0652850955289581,1.0614829044710417,37.87899658537045,15.57408273952092,1.0636576666666666,1.0637218333333334
7,2017-01-16 00:35:00,1.0616,1.06182,1.06144,1.06152,GBPUSD,35,0,0,3,1,2017,16,-0.00036627042214113143,1.0653461528904151,1.061207847109585,37.49305559668709,16.3206472676173,1.0635626666666667,1.0636901666666667
8,2017-01-16 00:40:00,1.06165,1.06213,1.06165,1.06213,GBPUSD,40,0,0,3,1,2017,16,-0.0004130722323220553,1.0652952866064709,1.0610807133935292,42.14293750971906,16.878076619522005,1.063483,1.0636611666666667
9,2017-01-16 00:45:00,1.06204,1.06223,1.06204,1.06207,GBPUSD,45,0,0,3,1,2017,16,-0.0004476297239402274,1.0652459128025584,1.060958087197442,41.82633949667785,17.36385380313548,1.063409,1.06363
